From	To
ENSP00000219794	BCKD_HUMAN
ENSP00000219837	KNOP1_HUMAN
ENSP00000219905	MGAP_HUMAN
ENSP00000219919	AQP9_HUMAN
ENSP00000220003	CSK_HUMAN
ENSP00000220058	FMT_HUMAN
ENSP00000220062	RASLC_HUMAN
ENSP00000220166	CATH_HUMAN
ENSP00000220244	K1199_HUMAN
ENSP00000220325	EHD4_HUMAN
ENSP00000220420	TGM5_HUMAN
ENSP00000220478	SCG3_HUMAN
ENSP00000220496	DJC17_HUMAN
ENSP00000220507	RHOV_HUMAN
ENSP00000220509	VPS18_HUMAN
ENSP00000220514	MS18B_HUMAN
ENSP00000220531	BL1S6_HUMAN
ENSP00000220562	EXTL3_HUMAN
ENSP00000220584	FDFT_HUMAN
ENSP00000220592	AGO2_HUMAN
ENSP00000220597	PHAG1_HUMAN
ENSP00000220616	THYG_HUMAN
ENSP00000220659	BRF2_HUMAN
ENSP00000220669	ZFAN1_HUMAN
ENSP00000220676	RP1_HUMAN
ENSP00000220751	RIPK2_HUMAN
ENSP00000220763	CBPQ_HUMAN
ENSP00000220764	DECR_HUMAN
ENSP00000220772	SFRP1_HUMAN
ENSP00000220809	TPA_HUMAN
ENSP00000220812	DKK4_HUMAN
ENSP00000220822	GDAP1_HUMAN
ENSP00000220849	EIF3E_HUMAN
ENSP00000220853	EMC2_HUMAN
ENSP00000220876	STMN2_HUMAN
ENSP00000220913	CHRC1_HUMAN
ENSP00000220931	NCALD_HUMAN
ENSP00000220940	GML_HUMAN
ENSP00000220959	J3KMW7_HUMAN
ENSP00000220966	P5CR3_HUMAN
ENSP00000221086	MTMR9_HUMAN
ENSP00000221114	DCTN6_HUMAN
ENSP00000221130	GSHR_HUMAN
ENSP00000221132	TR10A_HUMAN
ENSP00000221138	PP2AB_HUMAN
ENSP00000221166	NFM_HUMAN
ENSP00000221200	KCTD9_HUMAN
ENSP00000221232	CNOT3_HUMAN
ENSP00000221233	EXOS5_HUMAN
ENSP00000221249	PLPL6_HUMAN
ENSP00000221265	PAF1_HUMAN
ENSP00000221283	STXB2_HUMAN
ENSP00000221307	CP4F3_HUMAN
ENSP00000221327	ZN180_HUMAN
ENSP00000221347	FCGBP_HUMAN
ENSP00000221399	TULP2_HUMAN
ENSP00000221403	DHDH_HUMAN
ENSP00000221418	ECH1_HUMAN
ENSP00000221419	HNRPL_HUMAN
ENSP00000221421	LSHB_HUMAN
ENSP00000221431	SYSM_HUMAN
ENSP00000221444	KCNA7_HUMAN
ENSP00000221448	RU17_HUMAN
ENSP00000221452	RELB_HUMAN
ENSP00000221455	CLASR_HUMAN
ENSP00000221459	LIN7B_HUMAN
ENSP00000221466	FCGRN_HUMAN
ENSP00000221476	KCRM_HUMAN
ENSP00000221480	PX11C_HUMAN
ENSP00000221485	VGLU1_HUMAN
ENSP00000221486	RNH2A_HUMAN
ENSP00000221494	SF3A2_HUMAN
ENSP00000221496	MIS_HUMAN
ENSP00000221498	DKKL1_HUMAN
ENSP00000221515	RETN_HUMAN
ENSP00000221538	RSH6A_HUMAN
ENSP00000221543	TBC17_HUMAN
ENSP00000221554	CC130_HUMAN
ENSP00000221561	AES_HUMAN
ENSP00000221566	SGTA_HUMAN
ENSP00000221573	SNPC2_HUMAN
ENSP00000221665	FIZ1_HUMAN
ENSP00000221671	CS044_HUMAN
ENSP00000221700	CP4F2_HUMAN
ENSP00000221730	EPHX3_HUMAN
ENSP00000221740	CASPE_HUMAN
ENSP00000221742	EAA4_HUMAN
ENSP00000221797	PP13_HUMAN
ENSP00000221801	FBRL_HUMAN
ENSP00000221804	LEG10_HUMAN
ENSP00000221818	CNTD2_HUMAN
ENSP00000221847	IL27B_HUMAN
ENSP00000221855	TBCB_HUMAN
ENSP00000221856	FSD1_HUMAN
ENSP00000221859	RPB9_HUMAN
ENSP00000221891	APLP1_HUMAN
ENSP00000221922	CCDC9_HUMAN
ENSP00000221930	TGFB1_HUMAN
ENSP00000221943	AT5SL_HUMAN
ENSP00000221954	CEAM4_HUMAN
ENSP00000221957	PLIN3_HUMAN
ENSP00000221972	CD79A_HUMAN
ENSP00000221973	LMIP_HUMAN
ENSP00000221978	NKG7_HUMAN
ENSP00000221980	ICAM5_HUMAN
ENSP00000221992	CEAM5_HUMAN
ENSP00000221996	CRX_HUMAN
ENSP00000222002	ST2A1_HUMAN
ENSP00000222005	CDC37_HUMAN
ENSP00000222008	PRAF1_HUMAN
ENSP00000222032	CNFN_HUMAN
ENSP00000222033	ZNRF4_HUMAN
ENSP00000222115	HYAS1_HUMAN
ENSP00000222120	RAB3D_HUMAN
ENSP00000222122	DBP_HUMAN
ENSP00000222125	CAYP1_HUMAN
ENSP00000222139	EPOR_HUMAN
ENSP00000222145	RAIN_HUMAN
ENSP00000222157	FGF21_HUMAN
ENSP00000222212	CCG7_HUMAN
ENSP00000222214	GCDH_HUMAN
ENSP00000222219	DNS2A_HUMAN
ENSP00000222224	LENG1_HUMAN
ENSP00000222247	RL18A_HUMAN
ENSP00000222248	SC5A5_HUMAN
ENSP00000222250	ARRD2_HUMAN
ENSP00000222254	P85B_HUMAN
ENSP00000222256	RAB3A_HUMAN
ENSP00000222266	PEN2_HUMAN
ENSP00000222271	COMP_HUMAN
ENSP00000222275	UPK1A_HUMAN
ENSP00000222284	TM147_HUMAN
ENSP00000222286	G3PT_HUMAN
ENSP00000222304	HEPC_HUMAN
ENSP00000222305	USF2_HUMAN
ENSP00000222307	KXDL1_HUMAN
ENSP00000222308	FKBP8_HUMAN
ENSP00000222329	ERF_HUMAN
ENSP00000222330	GSK3A_HUMAN
ENSP00000222345	SI1L3_HUMAN
ENSP00000222374	CADM4_HUMAN
ENSP00000222381	PON1_HUMAN
ENSP00000222382	CP343_HUMAN
ENSP00000222388	Q75MJ1_HUMAN
ENSP00000222390	HGF_HUMAN
ENSP00000222399	LAMB1_HUMAN
ENSP00000222402	UB2D4_HUMAN
ENSP00000222462	WNT16_HUMAN
ENSP00000222481	CBPA2_HUMAN
ENSP00000222482	CBPA4_HUMAN
ENSP00000222511	GTPBA_HUMAN
ENSP00000222543	TFPI2_HUMAN
ENSP00000222547	BET1_HUMAN
ENSP00000222553	NAMPT_HUMAN
ENSP00000222567	RPA43_HUMAN
ENSP00000222572	PON2_HUMAN
ENSP00000222573	ITB8_HUMAN
ENSP00000222574	HBP1_HUMAN
ENSP00000222584	SP4_HUMAN
ENSP00000222598	DLX5_HUMAN
ENSP00000222644	MPP6_HUMAN
ENSP00000222673	ODO1_HUMAN
ENSP00000222674	NPVF_HUMAN
ENSP00000222693	CAV2_HUMAN
ENSP00000222718	HXA2_HUMAN
ENSP00000222725	LFNG_HUMAN
ENSP00000222726	HXA5_HUMAN
ENSP00000222728	HXA6_HUMAN
ENSP00000222747	TSN12_HUMAN
ENSP00000222753	HXA13_HUMAN
ENSP00000222792	CHIO_HUMAN
ENSP00000222800	ABHDB_HUMAN
ENSP00000222803	FKB14_HUMAN
ENSP00000222812	STX1A_HUMAN
ENSP00000222823	NOD1_HUMAN
ENSP00000222902	CCL24_HUMAN
ENSP00000222968	HAP28_HUMAN
ENSP00000222969	BUD31_HUMAN
ENSP00000222982	CP3A5_HUMAN
ENSP00000222990	SNX8_HUMAN
ENSP00000223023	WASL_HUMAN
ENSP00000223026	HYAL4_HUMAN
ENSP00000223029	AIMP2_HUMAN
ENSP00000223051	TFR2_HUMAN
ENSP00000223054	MSPD3_HUMAN
ENSP00000223061	PCOC1_HUMAN
ENSP00000223073	RBM28_HUMAN
ENSP00000223095	PAI1_HUMAN
ENSP00000223114	MOGT3_HUMAN
ENSP00000223122	C1GLT_HUMAN
ENSP00000223127	PLOD3_HUMAN
ENSP00000223129	RFA3_HUMAN
ENSP00000223136	FIS1_HUMAN
ENSP00000223140	H9KV25_HUMAN
ENSP00000223145	GLCI1_HUMAN
ENSP00000223167	MYL10_HUMAN
ENSP00000223190	NRF1_HUMAN
ENSP00000223208	CEP41_HUMAN
ENSP00000223210	ZN862_HUMAN
ENSP00000223215	MEST_HUMAN
ENSP00000223271	RARR2_HUMAN
ENSP00000223273	YAED1_HUMAN
ENSP00000223293	GIMA2_HUMAN
ENSP00000223321	PSA2_HUMAN
ENSP00000223324	RM32_HUMAN
ENSP00000223336	COA1_HUMAN
ENSP00000223357	AEBP1_HUMAN
ENSP00000223364	MLRA_HUMAN
ENSP00000223366	HXK4_HUMAN
ENSP00000223368	BCL7B_HUMAN
ENSP00000223369	YKT6_HUMAN
ENSP00000223398	CLIP2_HUMAN
ENSP00000223428	ZN510_HUMAN
ENSP00000223459	ZN688_HUMAN
ENSP00000223500	CHMP5_HUMAN
ENSP00000223528	FKTN_HUMAN
ENSP00000223641	SC61B_HUMAN
ENSP00000223642	CO5_HUMAN
ENSP00000223795	TNFL8_HUMAN
ENSP00000223862	REL1_HUMAN
ENSP00000223864	PLRKT_HUMAN
ENSP00000224073	EDF1_HUMAN
ENSP00000224140	SETX_HUMAN
ENSP00000224181	CO8G_HUMAN
ENSP00000224237	VIME_HUMAN
ENSP00000224337	BLNK_HUMAN
ENSP00000224356	CP26A_HUMAN
ENSP00000224600	RET3_HUMAN
ENSP00000224605	BMP3B_HUMAN
ENSP00000224652	ATE1_HUMAN
ENSP00000224756	CCSE2_HUMAN
ENSP00000224784	ACTA_HUMAN
ENSP00000224807	SFXN3_HUMAN
ENSP00000224862	FXL15_HUMAN
ENSP00000224950	STN1_HUMAN
ENSP00000225171	DJC12_HUMAN
ENSP00000225174	PPIF_HUMAN
ENSP00000225235	TBC12_HUMAN
ENSP00000225245	CCL3_HUMAN
ENSP00000225275	PERM_HUMAN
ENSP00000225276	SIA7B_HUMAN
ENSP00000225296	DHX33_HUMAN
ENSP00000225298	UTP18_HUMAN
ENSP00000225328	P2RX5_HUMAN
ENSP00000225371	PERE_HUMAN
ENSP00000225387	CRBA1_HUMAN
ENSP00000225388	NUFP2_HUMAN
ENSP00000225396	TAD2A_HUMAN
ENSP00000225402	AATF_HUMAN
ENSP00000225410	ZNHI3_HUMAN
ENSP00000225426	PSB3_HUMAN
ENSP00000225428	CWC25_HUMAN
ENSP00000225430	RL19_HUMAN
ENSP00000225474	CSF3_HUMAN
ENSP00000225504	SPT4H_HUMAN
ENSP00000225512	WNT3_HUMAN
ENSP00000225519	SHPK_HUMAN
ENSP00000225525	TX1B3_HUMAN
ENSP00000225538	P2RX1_HUMAN
ENSP00000225550	KRT37_HUMAN
ENSP00000225567	GOSR2_HUMAN
ENSP00000225573	PNPO_HUMAN
ENSP00000225576	TV23C_HUMAN
ENSP00000225577	KS6B1_HUMAN
ENSP00000225603	CBX1_HUMAN
ENSP00000225609	PIGL_HUMAN
ENSP00000225614	GALK1_HUMAN
ENSP00000225648	HXB6_HUMAN
ENSP00000225655	PROF1_HUMAN
ENSP00000225665	M2OM_HUMAN
ENSP00000225688	RASD1_HUMAN
ENSP00000225696	J3KMX1_HUMAN
ENSP00000225698	C1QBP_HUMAN
ENSP00000225719	CBPD_HUMAN
ENSP00000225724	GOSR1_HUMAN
ENSP00000225726	CCD47_HUMAN
ENSP00000225728	MED31_HUMAN
ENSP00000225729	DRG2_HUMAN
ENSP00000225737	AKA10_HUMAN
ENSP00000225740	AL3A1_HUMAN
ENSP00000225777	SNG2_HUMAN
ENSP00000225792	DDX5_HUMAN
ENSP00000225805	J9JIC5_HUMAN
ENSP00000225823	ASIC2_HUMAN
ENSP00000225831	CCL2_HUMAN
ENSP00000225842	CCL1_HUMAN
ENSP00000225844	CCL13_HUMAN
ENSP00000225873	PEX12_HUMAN
ENSP00000225893	HNF1B_HUMAN
ENSP00000225899	K1H2_HUMAN
ENSP00000225916	KAT2A_HUMAN
ENSP00000225927	ANAG_HUMAN
ENSP00000225941	ABI3_HUMAN
ENSP00000225964	CO1A1_HUMAN
ENSP00000225969	RM27_HUMAN
ENSP00000225972	LRC59_HUMAN
ENSP00000225983	HDAC5_HUMAN
ENSP00000225992	PAHO_HUMAN
ENSP00000226004	DUS3_HUMAN
ENSP00000226021	CCG1_HUMAN
ENSP00000226067	HLF_HUMAN
ENSP00000226091	EFNB3_HUMAN
ENSP00000226105	MOG1_HUMAN
ENSP00000226193	RECO_HUMAN
ENSP00000226207	MYH1_HUMAN
ENSP00000226209	MYH3_HUMAN
ENSP00000226218	VTNC_HUMAN
ENSP00000226225	BACD2_HUMAN
ENSP00000226230	TMM97_HUMAN
ENSP00000226247	FOXN1_HUMAN
ENSP00000226253	ALDOC_HUMAN
ENSP00000226279	CD38_HUMAN
ENSP00000226284	SIAL_HUMAN
ENSP00000226299	AMPL_HUMAN
ENSP00000226317	CXCL6_HUMAN
ENSP00000226319	JADE1_HUMAN
ENSP00000226355	AFAM_HUMAN
ENSP00000226359	J3KMX3_HUMAN
ENSP00000226382	PHX2B_HUMAN
ENSP00000226413	GNRHR_HUMAN
ENSP00000226432	PG2IP_HUMAN
ENSP00000226444	ST1E1_HUMAN
ENSP00000226460	SMR3A_HUMAN
ENSP00000226522	LTOR3_HUMAN
ENSP00000226524	PF4V_HUMAN
ENSP00000226574	NFKB1_HUMAN
ENSP00000226578	MANBA_HUMAN
ENSP00000226725	KLHL2_HUMAN
ENSP00000226730	IL2_HUMAN
ENSP00000226760	WFS1_HUMAN
ENSP00000226796	GAR1_HUMAN
ENSP00000226798	FRG1_HUMAN
ENSP00000226840	AADAT_HUMAN
ENSP00000226951	CLNK_HUMAN
ENSP00000227065	F149A_HUMAN
ENSP00000227135	SP17_HUMAN
ENSP00000227155	CD82_HUMAN
ENSP00000227163	SPI1_HUMAN
ENSP00000227251	CRYAB_HUMAN
ENSP00000227256	F8W811_HUMAN
ENSP00000227266	CATC_HUMAN
ENSP00000227322	ZPR1_HUMAN
ENSP00000227348	CRTAM_HUMAN
ENSP00000227349	CK063_HUMAN
ENSP00000227378	HSP7C_HUMAN
ENSP00000227451	DTX4_HUMAN
ENSP00000227471	UN93B_HUMAN
ENSP00000227474	PUS3_HUMAN
ENSP00000227495	SIA4C_HUMAN
ENSP00000227507	CCND1_HUMAN
ENSP00000227520	CCD86_HUMAN
ENSP00000227524	PRP19_HUMAN
ENSP00000227525	TM109_HUMAN
ENSP00000227618	APC15_HUMAN
ENSP00000227638	PANX1_HUMAN
ENSP00000227665	APOA5_HUMAN
ENSP00000227667	APOC3_HUMAN
ENSP00000227752	I10R1_HUMAN
ENSP00000227756	GLT18_HUMAN
ENSP00000227758	BIRC2_HUMAN
ENSP00000227868	ODPX_HUMAN
ENSP00000227880	S15A3_HUMAN
ENSP00000227918	SG2A2_HUMAN
ENSP00000228027	DGAT2_HUMAN
ENSP00000228136	SMAP_HUMAN
ENSP00000228140	J3KMX5_HUMAN
ENSP00000228251	YBOX3_HUMAN
ENSP00000228280	SCF_HUMAN
ENSP00000228284	SART3_HUMAN
ENSP00000228289	ZN268_HUMAN
ENSP00000228307	PAXI_HUMAN
ENSP00000228318	MPCP_HUMAN
ENSP00000228347	RPC2_HUMAN
ENSP00000228425	LIPB1_HUMAN
ENSP00000228434	CD69_HUMAN
ENSP00000228437	PRDM4_HUMAN
ENSP00000228438	CLC2B_HUMAN
ENSP00000228468	ASIC1_HUMAN
ENSP00000228476	OXDA_HUMAN
ENSP00000228495	BACD3_HUMAN
ENSP00000228506	MLEC_HUMAN
ENSP00000228510	KIME_HUMAN
ENSP00000228515	CSRN2_HUMAN
ENSP00000228534	IL23A_HUMAN
ENSP00000228567	SYT10_HUMAN
ENSP00000228606	CP27B_HUMAN
ENSP00000228641	MYF6_HUMAN
ENSP00000228644	MYF5_HUMAN
ENSP00000228682	GLI1_HUMAN
ENSP00000228705	PPM1H_HUMAN
ENSP00000228740	LKHA4_HUMAN
ENSP00000228741	ELK3_HUMAN
ENSP00000228799	ITFG2_HUMAN
ENSP00000228811	PROL4_HUMAN
ENSP00000228820	PAR11_HUMAN
ENSP00000228825	ARPC3_HUMAN
ENSP00000228827	GPN3_HUMAN
ENSP00000228837	FGF6_HUMAN
ENSP00000228841	MLRV_HUMAN
ENSP00000228843	R51A1_HUMAN
ENSP00000228850	AKAP3_HUMAN
ENSP00000228862	DUS16_HUMAN
ENSP00000228865	CRBL2_HUMAN
ENSP00000228872	CDN1B_HUMAN
ENSP00000228887	GPC5D_HUMAN
ENSP00000228916	SCNNA_HUMAN
ENSP00000228918	TNR3_HUMAN
ENSP00000228928	OAS3_HUMAN
ENSP00000228936	NAR4_HUMAN
ENSP00000228938	MGP_HUMAN
ENSP00000228945	GDIR2_HUMAN
ENSP00000228955	B4DNZ6_HUMAN
ENSP00000229002	RERGL_HUMAN
ENSP00000229003	ENDOU_HUMAN
ENSP00000229022	VDR_HUMAN
ENSP00000229030	FZD10_HUMAN
ENSP00000229088	TBC30_HUMAN
ENSP00000229134	IL26_HUMAN
ENSP00000229135	IFNG_HUMAN
ENSP00000229179	NU107_HUMAN
ENSP00000229195	CNOT2_HUMAN
ENSP00000229201	TIM_HUMAN
ENSP00000229214	KRR1_HUMAN
ENSP00000229238	RM51_HUMAN
ENSP00000229239	G3P_HUMAN
ENSP00000229243	ACRBP_HUMAN
ENSP00000229251	CSN7A_HUMAN
ENSP00000229264	GBB3_HUMAN
ENSP00000229265	J3KMY0_HUMAN
ENSP00000229266	CHPT1_HUMAN
ENSP00000229268	UBP5_HUMAN
ENSP00000229277	ENOG_HUMAN
ENSP00000229281	C10_HUMAN
ENSP00000229304	ABEC1_HUMAN
ENSP00000229307	NANOG_HUMAN
ENSP00000229314	GOT1B_HUMAN
ENSP00000229319	LDHB_HUMAN
ENSP00000229328	AAKB1_HUMAN
ENSP00000229329	NEUA_HUMAN
ENSP00000229330	HCFC2_HUMAN
ENSP00000229332	CLC4A_HUMAN
ENSP00000229335	AICDA_HUMAN
ENSP00000229340	RAB35_HUMAN
ENSP00000229379	CX6A1_HUMAN
ENSP00000229384	J3KMY1_HUMAN
ENSP00000229390	SRSF9_HUMAN
ENSP00000229395	FGOP2_HUMAN
ENSP00000229402	KLRB1_HUMAN
ENSP00000229416	GSH1_HUMAN
ENSP00000229554	RSH4A_HUMAN
ENSP00000229563	TM14C_HUMAN
ENSP00000229570	SMIM8_HUMAN
ENSP00000229595	ASF1A_HUMAN
ENSP00000229633	HINT3_HUMAN
ENSP00000229708	N2DL1_HUMAN
ENSP00000229725	NEUR1_HUMAN
ENSP00000229729	CTL4_HUMAN
ENSP00000229758	FBX5_HUMAN
ENSP00000229769	FANCE_HUMAN
ENSP00000229771	TULP1_HUMAN
ENSP00000229794	MK14_HUMAN
ENSP00000229812	STK38_HUMAN
ENSP00000229829	DOA_HUMAN
ENSP00000229854	MCM3_HUMAN
ENSP00000229903	SMDC1_HUMAN
ENSP00000229922	CAP2_HUMAN
ENSP00000229955	GPR63_HUMAN
ENSP00000229971	FBXL4_HUMAN
ENSP00000230012	HDGL1_HUMAN
ENSP00000230036	PHLD_HUMAN
ENSP00000230048	ACO13_HUMAN
ENSP00000230050	RS12_HUMAN
ENSP00000230053	B3GA2_HUMAN
ENSP00000230056	GEMI_HUMAN
ENSP00000230085	SNX3_HUMAN
ENSP00000230099	TRI38_HUMAN
ENSP00000230122	ZBT24_HUMAN
ENSP00000230124	FIG4_HUMAN
ENSP00000230221	O14J1_HUMAN
ENSP00000230223	OR5V1_HUMAN
ENSP00000230236	DHB8_HUMAN
ENSP00000230256	UN93A_HUMAN
ENSP00000230301	CF118_HUMAN
ENSP00000230321	MDFI_HUMAN
ENSP00000230323	TFEB_HUMAN
ENSP00000230340	BYST_HUMAN
ENSP00000230354	TBP_HUMAN
ENSP00000230361	GUC1B_HUMAN
ENSP00000230381	PRPH2_HUMAN
ENSP00000230419	PTK7_HUMAN
ENSP00000230431	DNPH1_HUMAN
ENSP00000230449	EXOC2_HUMAN
ENSP00000230459	CX7A2_HUMAN
ENSP00000230510	TTK_HUMAN
ENSP00000230538	LAMA4_HUMAN
ENSP00000230565	ENPP5_HUMAN
ENSP00000230568	LY86_HUMAN
ENSP00000230582	TSSP_HUMAN
ENSP00000230588	MEP1A_HUMAN
ENSP00000230640	SK2L2_HUMAN
ENSP00000230658	ISL1_HUMAN
ENSP00000230671	SC6A7_HUMAN
ENSP00000230732	PO4F3_HUMAN
ENSP00000230771	SYHM_HUMAN
ENSP00000230792	NUD12_HUMAN
ENSP00000230859	PAPD7_HUMAN
ENSP00000230882	GHR_HUMAN
ENSP00000230895	DAP1_HUMAN
ENSP00000230990	HBEGF_HUMAN
ENSP00000231004	LYOX_HUMAN
ENSP00000231009	GRAK_HUMAN
ENSP00000231021	CADH9_HUMAN
ENSP00000231061	SPRC_HUMAN
ENSP00000231121	HAND1_HUMAN
ENSP00000231130	PCDB3_HUMAN
ENSP00000231134	PCDB5_HUMAN
ENSP00000231136	PCDB6_HUMAN
ENSP00000231137	PCDB7_HUMAN
ENSP00000231173	PCDBF_HUMAN
ENSP00000231188	GRM6_HUMAN
ENSP00000231198	THG1_HUMAN
ENSP00000231228	IL12B_HUMAN
ENSP00000231238	TTC1_HUMAN
ENSP00000231357	IRX4_HUMAN
ENSP00000231368	LCAP_HUMAN
ENSP00000231420	AGT2_HUMAN
ENSP00000231449	IL4_HUMAN
ENSP00000231454	IL5_HUMAN
ENSP00000231461	SIA8D_HUMAN
ENSP00000231484	PCD12_HUMAN
ENSP00000231487	SKP1_HUMAN
ENSP00000231498	NU155_HUMAN
ENSP00000231509	GCR_HUMAN
ENSP00000231512	KCT2_HUMAN
ENSP00000231524	TRI23_HUMAN
ENSP00000231572	SYRC_HUMAN
ENSP00000231656	CDX1_HUMAN
ENSP00000231668	SEC20_HUMAN
ENSP00000231706	S7A14_HUMAN
ENSP00000231721	SEM3G_HUMAN
ENSP00000231749	ZMY10_HUMAN
ENSP00000231751	TRFL_HUMAN
ENSP00000231790	MLH1_HUMAN
ENSP00000231887	ECHP_HUMAN
ENSP00000231948	CRBN_HUMAN
ENSP00000232003	HRG_HUMAN
ENSP00000232014	BCL6_HUMAN
ENSP00000232217	RET2_HUMAN
ENSP00000232375	F264_HUMAN
ENSP00000232424	HES1_HUMAN
ENSP00000232458	ECT2_HUMAN
ENSP00000232461	GNAT1_HUMAN
ENSP00000232496	TUSC2_HUMAN
ENSP00000232501	NPRL2_HUMAN
ENSP00000232508	C56D2_HUMAN
ENSP00000232519	CC014_HUMAN
ENSP00000232564	GBB4_HUMAN
ENSP00000232603	MORC1_HUMAN
ENSP00000232607	UMPS_HUMAN
ENSP00000232744	ABTB1_HUMAN
ENSP00000232766	KLH18_HUMAN
ENSP00000232854	HEMK1_HUMAN
ENSP00000232888	U3IP2_HUMAN
ENSP00000232892	AAAD_HUMAN
ENSP00000232905	EIF1B_HUMAN
ENSP00000232975	TNNC1_HUMAN
ENSP00000232978	NKTR_HUMAN
ENSP00000233027	NEK4_HUMAN
ENSP00000233047	TM159_HUMAN
ENSP00000233055	WDFY1_HUMAN
ENSP00000233057	E2AK2_HUMAN
ENSP00000233078	DAZP1_HUMAN
ENSP00000233084	DDX1_HUMAN
ENSP00000233099	HTR5B_HUMAN
ENSP00000233114	MDHC_HUMAN
ENSP00000233121	MARE3_HUMAN
ENSP00000233143	TYB10_HUMAN
ENSP00000233146	MSH2_HUMAN
ENSP00000233154	NCK2_HUMAN
ENSP00000233156	TFPI1_HUMAN
ENSP00000233190	NDUS1_HUMAN
ENSP00000233202	NRAM1_HUMAN
ENSP00000233242	APOB_HUMAN
ENSP00000233331	IN80B_HUMAN
ENSP00000233336	TTL_HUMAN
ENSP00000233379	FAH2A_HUMAN
ENSP00000233535	ZNT3_HUMAN
ENSP00000233545	MPV17_HUMAN
ENSP00000233557	NRBP_HUMAN
ENSP00000233575	SNX17_HUMAN
ENSP00000233596	REEP6_HUMAN
ENSP00000233607	APC2_HUMAN
ENSP00000233615	WBP1_HUMAN
ENSP00000233616	MOGS_HUMAN
ENSP00000233623	TTC31_HUMAN
ENSP00000233627	NDUS7_HUMAN
ENSP00000233630	PCGF1_HUMAN
ENSP00000233638	TLX2_HUMAN
ENSP00000233668	DOK1_HUMAN
ENSP00000233710	ACADL_HUMAN
ENSP00000233712	EVA1A_HUMAN
ENSP00000233714	LANC1_HUMAN
ENSP00000233735	REG1A_HUMAN
ENSP00000233809	IBP2_HUMAN
ENSP00000233813	IBP5_HUMAN
ENSP00000233826	IRK13_HUMAN
ENSP00000233838	VKGC_HUMAN
ENSP00000233840	NEUR2_HUMAN
ENSP00000233893	CH10_HUMAN
ENSP00000233944	AAKG3_HUMAN
ENSP00000233946	IL1R1_HUMAN
ENSP00000233948	WNT6_HUMAN
ENSP00000233954	ILRL1_HUMAN
ENSP00000233957	IL18R_HUMAN
ENSP00000233969	SL9A2_HUMAN
ENSP00000233997	CAP7_HUMAN
ENSP00000234038	PP1R7_HUMAN
ENSP00000234040	PASK_HUMAN
ENSP00000234071	PROC_HUMAN
ENSP00000234091	ID2_HUMAN
ENSP00000234111	DCOR_HUMAN
ENSP00000234142	GREB1_HUMAN
ENSP00000234160	GORS2_HUMAN
ENSP00000234170	CEBPZ_HUMAN
ENSP00000234179	KPCD3_HUMAN
ENSP00000234195	RMD2_HUMAN
ENSP00000234198	DLX2_HUMAN
ENSP00000234256	SATT_HUMAN
ENSP00000234296	ORC2_HUMAN
ENSP00000234301	COX7R_HUMAN
ENSP00000234310	CANB1_HUMAN
ENSP00000234313	PLEK_HUMAN
ENSP00000234347	PRTN3_HUMAN
ENSP00000234371	KISSR_HUMAN
ENSP00000234389	NMD3B_HUMAN
ENSP00000234392	VAX2_HUMAN
ENSP00000234396	VATB1_HUMAN
ENSP00000234420	MSH6_HUMAN
ENSP00000234453	PKHA3_HUMAN
ENSP00000234454	SPRE_HUMAN
ENSP00000234488	CLCN6_HUMAN
ENSP00000234590	ENOA_HUMAN
ENSP00000234626	CDC7_HUMAN
ENSP00000234677	SYSC_HUMAN
ENSP00000234701	CLCA1_HUMAN
ENSP00000234739	BCL9_HUMAN
ENSP00000234798	TRYG1_HUMAN
ENSP00000234800	S352B_HUMAN
ENSP00000234816	ANGL1_HUMAN
ENSP00000234827	TEAN2_HUMAN
ENSP00000234831	TMM59_HUMAN
ENSP00000234961	OPRD_HUMAN
ENSP00000235090	MEP50_HUMAN
ENSP00000235180	DLGP3_HUMAN
ENSP00000235307	CA021_HUMAN
ENSP00000235310	MD2L2_HUMAN
ENSP00000235329	MFN2_HUMAN
ENSP00000235332	MIIP_HUMAN
ENSP00000235345	S35D1_HUMAN
ENSP00000235347	PRA10_HUMAN
ENSP00000235349	PRAM4_HUMAN
ENSP00000235372	PRDM2_HUMAN
ENSP00000235382	RGS2_HUMAN
ENSP00000235521	SYWM_HUMAN
ENSP00000235628	5NT1A_HUMAN
ENSP00000235835	ARK72_HUMAN
ENSP00000235932	RAB7L_HUMAN
ENSP00000235933	BY55_HUMAN
ENSP00000236051	EBP2_HUMAN
ENSP00000236067	VATO_HUMAN
ENSP00000236137	S19A2_HUMAN
ENSP00000236147	LYAM1_HUMAN
ENSP00000236166	FMO6_HUMAN
ENSP00000236192	VAMP4_HUMAN
ENSP00000236255	GRHL3_HUMAN
ENSP00000236273	SYF2_HUMAN
ENSP00000236495	SC5A9_HUMAN
ENSP00000236671	CATD_HUMAN
ENSP00000236709	A4GCT_HUMAN
ENSP00000236826	MMP8_HUMAN
ENSP00000236850	APOA1_HUMAN
ENSP00000236877	NAC2_HUMAN
ENSP00000236938	FCRLA_HUMAN
ENSP00000236957	EF1B_HUMAN
ENSP00000236959	PUR9_HUMAN
ENSP00000236979	STP1_HUMAN
ENSP00000236980	FAKD2_HUMAN
ENSP00000237014	TTHY_HUMAN
ENSP00000237172	FLIP1_HUMAN
ENSP00000237186	J3KMY4_HUMAN
ENSP00000237201	SACA1_HUMAN
ENSP00000237264	TBPL1_HUMAN
