Ensembl Protein ID	Ensembl Gene ID	HGNC symbol
ENSP00000217299	ENSG00000101321	XKR7
ENSP00000217305	ENSG00000101327	PDYN
ENSP00000217320	ENSG00000101342	C20orf118
ENSP00000217372	ENSG00000101391	CDK5RAP1
ENSP00000217381	ENSG00000101400	SNTA1
ENSP00000217386	ENSG00000101405	OXT
ENSP00000217402	ENSG00000101421	CHMP4B
ENSP00000217407	ENSG00000129988	LBP
ENSP00000217420	ENSG00000101438	SLC32A1
ENSP00000217423	ENSG00000101441	CST4
ENSP00000217426	ENSG00000101444	AHCY
ENSP00000217428	ENSG00000101446	SPINT3
ENSP00000217429	ENSG00000101447	FAM83D
ENSP00000217446	ENSG00000101464	PIGU
ENSP00000217455	ENSG00000101473	ACOT8
ENSP00000217456	ENSG00000101474	C20orf3
ENSP00000217515	ENSG00000091164	TXNL1
ENSP00000217652	ENSG00000101608	MYL12A
ENSP00000217740	ENSG00000101695	RNF125
ENSP00000217800	ENSG00000101751	POLI
ENSP00000217893	ENSG00000085231	TAF9
ENSP00000217901	ENSG00000067829	IDH3G
ENSP00000217909	ENSG00000077713	SLC25A43
ENSP00000217939	ENSG00000101825	MXRA5
ENSP00000217957	ENSG00000101842	VSIG1
ENSP00000217958	ENSG00000101843	PSMD10
ENSP00000217961	ENSG00000101846	STS
ENSP00000217964	ENSG00000101849	TBL1X
ENSP00000217971	ENSG00000101856	PGRMC1
ENSP00000217999	ENSG00000101883	RHOXF1
ENSP00000218004	ENSG00000101888	NXT2
ENSP00000218006	ENSG00000101890	GUCY2F
ENSP00000218008	ENSG00000101892	ATP1B4
ENSP00000218032	ENSG00000101916	TLR8
ENSP00000218056	ENSG00000101940	WDR13
ENSP00000218068	ENSG00000101951	PAGE4
ENSP00000218075	ENSG00000101958	GLRA2
ENSP00000218089	ENSG00000101972	STAG2
ENSP00000218099	ENSG00000101981	F9
ENSP00000218104	ENSG00000101986	ABCD1
ENSP00000218147	ENSG00000085185	BCORL1
ENSP00000218176	ENSG00000102057	KCND1
ENSP00000218197	ENSG00000102078	SLC25A14
ENSP00000218230	ENSG00000102109	PCSK1N
ENSP00000218249	ENSG00000102128	RAB40AL
ENSP00000218316	ENSG00000102195	GPR50
ENSP00000218340	ENSG00000102218	RP2
ENSP00000218343	ENSG00000102221	PHF16
ENSP00000218348	ENSG00000102226	USP11
ENSP00000218364	ENSG00000102241	HTATSF1
ENSP00000218388	ENSG00000102265	TIMP1
ENSP00000218432	ENSG00000102309	PIN4
ENSP00000218436	ENSG00000102313	ITIH5L
ENSP00000218439	ENSG00000102316	MAGED2
ENSP00000218507	ENSG00000102384	CENPI
ENSP00000218516	ENSG00000102393	GLA
ENSP00000218652	ENSG00000102471	NDFIP2
ENSP00000218721	ENSG00000102539	MLNR
ENSP00000218758	ENSG00000102575	ACP5
ENSP00000218867	ENSG00000102683	SGCG
ENSP00000218894	ENSG00000102710	FAM48A
ENSP00000219022	ENSG00000102837	OLFM4
ENSP00000219054	ENSG00000183747	ACSM2A
ENSP00000219066	ENSG00000065057	NTHL1
ENSP00000219069	ENSG00000006194	ZNF263
ENSP00000219070	ENSG00000087245	MMP2
ENSP00000219091	ENSG00000122386	ZNF205
ENSP00000219097	ENSG00000091651	ORC6
ENSP00000219139	ENSG00000125149	C16orf70
ENSP00000219150	ENSG00000102879	CORO1A
ENSP00000219162	ENSG00000102891	MT4
ENSP00000219168	ENSG00000102897	LYRM1
ENSP00000219169	ENSG00000102898	NUTF2
ENSP00000219172	ENSG00000102901	CENPT
ENSP00000219197	ENSG00000102924	CBLN1
ENSP00000219204	ENSG00000102931	ARL2BP
ENSP00000219207	ENSG00000102934	PLLP
ENSP00000219235	ENSG00000102962	CCL22
ENSP00000219240	ENSG00000102967	DHODH
ENSP00000219244	ENSG00000102970	CCL17
ENSP00000219252	ENSG00000102978	POLR2C
ENSP00000219255	ENSG00000102981	PARD6A
ENSP00000219271	ENSG00000102996	MMP15
ENSP00000219281	ENSG00000103005	C16orf57
ENSP00000219299	ENSG00000103021	CCDC113
ENSP00000219301	ENSG00000103023	PRSS54
ENSP00000219302	ENSG00000103024	NME3
ENSP00000219313	ENSG00000103035	PSMD7
ENSP00000219320	ENSG00000103042	SLC38A7
ENSP00000219334	ENSG00000103056	SMPD3
ENSP00000219343	ENSG00000103064	SLC7A6
ENSP00000219345	ENSG00000103066	PLA2G15
ENSP00000219368	ENSG00000103089	FA2H
ENSP00000219400	ENSG00000103121	C16orf61
ENSP00000219406	ENSG00000185615	PDIA2
ENSP00000219409	ENSG00000242173	ARHGDIG
ENSP00000219431	ENSG00000103152	MPG
ENSP00000219439	ENSG00000103160	HSDL1
ENSP00000219454	ENSG00000103175	WFDC1
ENSP00000219473	ENSG00000103194	USP10
ENSP00000219476	ENSG00000103197	TSC2
ENSP00000219478	ENSG00000103199	ZNF500
ENSP00000219479	ENSG00000103202	NME4
ENSP00000219481	ENSG00000242612	DECR2
ENSP00000219535	ENSG00000103254	FAM173A
ENSP00000219542	ENSG00000103260	METRN
ENSP00000219548	ENSG00000103266	STUB1
ENSP00000219551	ENSG00000103269	RHBDL1
ENSP00000219593	ENSG00000103310	ZP2
ENSP00000219596	ENSG00000103313	MEFV
ENSP00000219599	ENSG00000103316	CRYM
ENSP00000219611	ENSG00000103326	SOLH
ENSP00000219660	ENSG00000103375	AQP8
ENSP00000219689	ENSG00000103404	USP31
ENSP00000219700	ENSG00000103415	HMOX2
ENSP00000219782	ENSG00000103495	MAZ
ENSP00000219789	ENSG00000103502	CDIPT
ENSP00000219794	ENSG00000103507	BCKDK
ENSP00000219837	ENSG00000103550	C16orf88
ENSP00000219865	ENSG00000034053	APBA2
ENSP00000219905	ENSG00000174197	MGA
ENSP00000219919	ENSG00000103569	AQP9
ENSP00000220003	ENSG00000103653	CSK
ENSP00000220058	ENSG00000103707	MTFMT
ENSP00000220062	ENSG00000103710	RASL12
ENSP00000220166	ENSG00000103811	CTSH
ENSP00000220244	ENSG00000103888	KIAA1199
ENSP00000220325	ENSG00000103966	EHD4
ENSP00000220420	ENSG00000104055	TGM5
ENSP00000220478	ENSG00000104112	SCG3
ENSP00000220496	ENSG00000104129	DNAJC17
ENSP00000220507	ENSG00000104140	RHOV
ENSP00000220509	ENSG00000104142	VPS18
ENSP00000220514	ENSG00000104147	OIP5
ENSP00000220531	ENSG00000104164	PLDN
ENSP00000220562	ENSG00000012232	EXTL3
ENSP00000220584	ENSG00000079459	FDFT1
ENSP00000220592	ENSG00000123908	EIF2C2
ENSP00000220597	ENSG00000076641	PAG1
ENSP00000220616	ENSG00000042832	TG
ENSP00000220659	ENSG00000104221	BRF2
ENSP00000220669	ENSG00000104231	ZFAND1
ENSP00000220676	ENSG00000104237	RP1
ENSP00000220751	ENSG00000104312	RIPK2
ENSP00000220763	ENSG00000104324	
ENSP00000220764	ENSG00000104325	DECR1
ENSP00000220772	ENSG00000104332	SFRP1
ENSP00000220809	ENSG00000104368	PLAT
ENSP00000220812	ENSG00000104371	DKK4
ENSP00000220822	ENSG00000104381	GDAP1
ENSP00000220849	ENSG00000104408	EIF3E
ENSP00000220853	ENSG00000104412	TTC35
ENSP00000220876	ENSG00000104435	STMN2
ENSP00000220913	ENSG00000104472	CHRAC1
ENSP00000220931	ENSG00000104490	NCALD
ENSP00000220940	ENSG00000104499	GML
ENSP00000220959	ENSG00000104517	UBR5
ENSP00000220966	ENSG00000104524	PYCRL
ENSP00000221086	ENSG00000104643	MTMR9
ENSP00000221114	ENSG00000104671	DCTN6
ENSP00000221130	ENSG00000104687	GSR
ENSP00000221132	ENSG00000104689	TNFRSF10A
ENSP00000221138	ENSG00000104695	PPP2CB
ENSP00000221166	ENSG00000104722	NEFM
ENSP00000221167	ENSG00000104723	TUSC3
ENSP00000221200	ENSG00000104756	KCTD9
ENSP00000221204	ENSG00000104760	FGL1
ENSP00000221232	ENSG00000088038	CNOT3
ENSP00000221233	ENSG00000077348	EXOSC5
ENSP00000221249	ENSG00000032444	PNPLA6
ENSP00000221265	ENSG00000006712	PAF1
ENSP00000221283	ENSG00000076944	STXBP2
ENSP00000221307	ENSG00000186529	CYP4F3
ENSP00000221327	ENSG00000167384	ZNF180
ENSP00000221347	ENSG00000090920	FCGBP
ENSP00000221399	ENSG00000104804	TULP2
ENSP00000221403	ENSG00000104808	DHDH
ENSP00000221413	ENSG00000183207	RUVBL2
ENSP00000221418	ENSG00000104823	ECH1
ENSP00000221419	ENSG00000104824	HNRNPL
ENSP00000221421	ENSG00000104826	LHB
ENSP00000221431	ENSG00000104835	SARS2
ENSP00000221431	ENSG00000104835	FBXO17
ENSP00000221444	ENSG00000104848	KCNA7
ENSP00000221448	ENSG00000104852	SNRNP70
ENSP00000221452	ENSG00000104856	RELB
ENSP00000221455	ENSG00000104859	CLASRP
ENSP00000221459	ENSG00000104863	LIN7B
ENSP00000221466	ENSG00000104870	FCGRT
ENSP00000221476	ENSG00000104879	CKM
ENSP00000221480	ENSG00000104883	PEX11G
ENSP00000221485	ENSG00000104888	SLC17A7
ENSP00000221486	ENSG00000104889	RNASEH2A
ENSP00000221494	ENSG00000104897	SF3A2
ENSP00000221496	ENSG00000104899	AMH
ENSP00000221498	ENSG00000104901	DKKL1
ENSP00000221515	ENSG00000104918	RETN
ENSP00000221538	ENSG00000104941	RSPH6A
ENSP00000221543	ENSG00000104946	TBC1D17
ENSP00000221554	ENSG00000104957	CCDC130
ENSP00000221561	ENSG00000104964	AES
ENSP00000221566	ENSG00000104969	SGTA
ENSP00000221573	ENSG00000104976	SNAPC2
ENSP00000221576	ENSG00000104979	C19orf53
ENSP00000221665	ENSG00000179943	FIZ1
ENSP00000221671	ENSG00000105072	C19orf44
ENSP00000221700	ENSG00000186115	CYP4F2
ENSP00000221730	ENSG00000105131	EPHX3
ENSP00000221740	ENSG00000105141	CASP14
ENSP00000221742	ENSG00000105143	SLC1A6
ENSP00000221770	ENSG00000105171	POP4
ENSP00000221784	ENSG00000105185	PDCD5
ENSP00000221797	ENSG00000105198	LGALS13
ENSP00000221801	ENSG00000105202	FBL
ENSP00000221804	ENSG00000105205	CLC
ENSP00000221818	ENSG00000105219	CNTD2
ENSP00000221847	ENSG00000105246	EBI3
ENSP00000221852	ENSG00000105251	SHD
ENSP00000221855	ENSG00000105254	TBCB
ENSP00000221856	ENSG00000105255	FSD1
ENSP00000221859	ENSG00000105258	POLR2I
ENSP00000221891	ENSG00000105290	APLP1
ENSP00000221922	ENSG00000105321	CCDC9
ENSP00000221930	ENSG00000105329	TGFB1
ENSP00000221943	ENSG00000105341	ATP5SL
ENSP00000221954	ENSG00000105352	CEACAM4
ENSP00000221957	ENSG00000105355	PLIN3
ENSP00000221972	ENSG00000105369	CD79A
ENSP00000221973	ENSG00000105370	LIM2
ENSP00000221975	ENSG00000105372	RPS19
ENSP00000221978	ENSG00000105374	NKG7
ENSP00000221980	ENSG00000105376	ICAM5
ENSP00000221992	ENSG00000105388	CEACAM5
ENSP00000221996	ENSG00000105392	CRX
ENSP00000222002	ENSG00000105398	SULT2A1
ENSP00000222005	ENSG00000105401	CDC37
ENSP00000222008	ENSG00000105404	RABAC1
ENSP00000222032	ENSG00000105427	CNFN
ENSP00000222033	ENSG00000105428	ZNRF4
ENSP00000222115	ENSG00000105509	HAS1
ENSP00000222120	ENSG00000105514	RAB3D
ENSP00000222122	ENSG00000105516	DBP
ENSP00000222125	ENSG00000105519	CAPS
ENSP00000222139	ENSG00000187266	EPOR
ENSP00000222145	ENSG00000105538	RASIP1
ENSP00000222157	ENSG00000105550	FGF21
ENSP00000222190	ENSG00000105583	C19orf56
ENSP00000222212	ENSG00000105605	CACNG7
ENSP00000222214	ENSG00000105607	GCDH
ENSP00000222219	ENSG00000105612	DNASE2
ENSP00000222224	ENSG00000105617	LENG1
ENSP00000222247	ENSG00000105640	RPL18A
ENSP00000222248	ENSG00000105641	SLC5A5
ENSP00000222249	ENSG00000105642	KCNN1
ENSP00000222250	ENSG00000105643	ARRDC2
ENSP00000222254	ENSG00000105647	PIK3R2
ENSP00000222256	ENSG00000105649	RAB3A
ENSP00000222266	ENSG00000205155	PSENEN
ENSP00000222270	ENSG00000105663	
ENSP00000222271	ENSG00000105664	COMP
ENSP00000222275	ENSG00000105668	UPK1A
ENSP00000222284	ENSG00000105677	TMEM147
ENSP00000222286	ENSG00000105679	GAPDHS
ENSP00000222301	ENSG00000105694	
ENSP00000222304	ENSG00000105697	HAMP
ENSP00000222305	ENSG00000105698	USF2
ENSP00000222307	ENSG00000105700	C19orf50
ENSP00000222308	ENSG00000105701	FKBP8
ENSP00000222329	ENSG00000105722	ERF
ENSP00000222330	ENSG00000105723	GSK3A
ENSP00000222345	ENSG00000105738	SIPA1L3
ENSP00000222374	ENSG00000105767	CADM4
ENSP00000222381	ENSG00000005421	PON1
ENSP00000222382	ENSG00000021461	CYP3A43
ENSP00000222388	ENSG00000033050	ABCF2
ENSP00000222390	ENSG00000019991	HGF
ENSP00000222399	ENSG00000091136	LAMB1
ENSP00000222402	ENSG00000078967	UBE2D4
ENSP00000222462	ENSG00000002745	WNT16
ENSP00000222481	ENSG00000158516	CPA2
ENSP00000222482	ENSG00000128510	CPA4
ENSP00000222511	ENSG00000105793	GTPBP10
ENSP00000222543	ENSG00000105825	TFPI2
ENSP00000222547	ENSG00000105829	BET1
ENSP00000222553	ENSG00000105835	NAMPT
ENSP00000222567	ENSG00000105849	TWISTNB
ENSP00000222572	ENSG00000105854	PON2
ENSP00000222573	ENSG00000105855	ITGB8
ENSP00000222574	ENSG00000105856	HBP1
ENSP00000222584	ENSG00000105866	SP4
ENSP00000222598	ENSG00000105880	DLX5
ENSP00000222644	ENSG00000105926	MPP6
ENSP00000222673	ENSG00000105953	OGDH
ENSP00000222674	ENSG00000105954	NPVF
ENSP00000222693	ENSG00000105971	CAV2
ENSP00000222718	ENSG00000105996	HOXA2
ENSP00000222725	ENSG00000106003	LFNG
ENSP00000222726	ENSG00000106004	HOXA5
ENSP00000222728	ENSG00000106006	HOXA6
ENSP00000222747	ENSG00000106025	TSPAN12
ENSP00000222753	ENSG00000106031	HOXA13
ENSP00000222792	ENSG00000106069	CHN2
ENSP00000222800	ENSG00000106077	ABHD11
ENSP00000222803	ENSG00000106080	FKBP14
ENSP00000222812	ENSG00000106089	STX1A
ENSP00000222823	ENSG00000106100	NOD1
ENSP00000222902	ENSG00000106178	CCL24
ENSP00000222968	ENSG00000106244	PDAP1
ENSP00000222969	ENSG00000106245	BUD31
ENSP00000222982	ENSG00000106258	CYP3A5
ENSP00000222990	ENSG00000106266	SNX8
ENSP00000223023	ENSG00000106299	WASL
ENSP00000223026	ENSG00000106302	HYAL4
ENSP00000223029	ENSG00000106305	AIMP2
ENSP00000223051	ENSG00000106327	TFR2
ENSP00000223054	ENSG00000106330	MOSPD3
ENSP00000223061	ENSG00000106333	PCOLCE
ENSP00000223073	ENSG00000106344	RBM28
ENSP00000223095	ENSG00000106366	SERPINE1
ENSP00000223114	ENSG00000106384	MOGAT3
ENSP00000223122	ENSG00000106392	C1GALT1
ENSP00000223127	ENSG00000106397	PLOD3
ENSP00000223129	ENSG00000106399	RPA3
ENSP00000223136	ENSG00000214253	FIS1
ENSP00000223140	ENSG00000106410	NOBOX
ENSP00000223145	ENSG00000106415	GLCCI1
ENSP00000223167	ENSG00000106436	MYL10
ENSP00000223190	ENSG00000106459	NRF1
ENSP00000223208	ENSG00000106477	CEP41
ENSP00000223210	ENSG00000106479	ZNF862
ENSP00000223215	ENSG00000106484	MEST
ENSP00000223271	ENSG00000106538	RARRES2
ENSP00000223273	ENSG00000241127	C7orf36
ENSP00000223293	ENSG00000106560	GIMAP2
ENSP00000223321	ENSG00000106588	PSMA2
ENSP00000223324	ENSG00000106591	MRPL32
ENSP00000223336	ENSG00000106603	C7orf44
ENSP00000223357	ENSG00000106624	AEBP1
ENSP00000223364	ENSG00000106631	MYL7
ENSP00000223366	ENSG00000106633	GCK
ENSP00000223368	ENSG00000106635	BCL7B
ENSP00000223369	ENSG00000106636	YKT6
ENSP00000223398	ENSG00000106665	CLIP2
ENSP00000223428	ENSG00000081386	ZNF510
ENSP00000223459	ENSG00000229809	ZNF688
ENSP00000223500	ENSG00000086065	CHMP5
ENSP00000223528	ENSG00000106692	FKTN
ENSP00000223641	ENSG00000106803	SEC61B
ENSP00000223642	ENSG00000106804	C5
ENSP00000223795	ENSG00000106952	TNFSF8
ENSP00000223862	ENSG00000107018	RLN1
ENSP00000223864	ENSG00000107020	C9orf46
ENSP00000224073	ENSG00000107223	EDF1
ENSP00000224140	ENSG00000107290	SETX
ENSP00000224181	ENSG00000176919	C8G
ENSP00000224237	ENSG00000026025	VIM
ENSP00000224337	ENSG00000095585	BLNK
ENSP00000224356	ENSG00000095596	CYP26A1
ENSP00000224600	ENSG00000107618	RBP3
ENSP00000224605	ENSG00000107623	GDF10
ENSP00000224652	ENSG00000107669	ATE1
ENSP00000224756	ENSG00000107771	FAM190B
ENSP00000224764	ENSG00000107779	BMPR1A
ENSP00000224784	ENSG00000107796	ACTA2
ENSP00000224807	ENSG00000107819	SFXN3
ENSP00000224862	ENSG00000107872	FBXL15
ENSP00000224950	ENSG00000107960	OBFC1
ENSP00000225171	ENSG00000108176	DNAJC12
ENSP00000225174	ENSG00000108179	PPIF
ENSP00000225235	ENSG00000108239	TBC1D12
ENSP00000225245	ENSG00000006075	CCL3
ENSP00000225275	ENSG00000005381	MPO
ENSP00000225276	ENSG00000070731	ST6GALNAC2
ENSP00000225296	ENSG00000005100	DHX33
ENSP00000225298	ENSG00000011260	UTP18
ENSP00000225328	ENSG00000083454	P2RX5
ENSP00000225371	ENSG00000121053	EPX
ENSP00000225387	ENSG00000108255	CRYBA1
ENSP00000225388	ENSG00000108256	NUFIP2
ENSP00000225396	ENSG00000108264	TADA2A
ENSP00000225402	ENSG00000108270	AATF
ENSP00000225410	ENSG00000108278	ZNHIT3
ENSP00000225426	ENSG00000108294	PSMB3
ENSP00000225428	ENSG00000108296	CWC25
ENSP00000225430	ENSG00000108298	RPL19
ENSP00000225474	ENSG00000108342	CSF3
ENSP00000225504	ENSG00000213246	SUPT4H1
ENSP00000225512	ENSG00000108379	WNT3
ENSP00000225519	ENSG00000197417	SHPK
ENSP00000225525	ENSG00000213977	TAX1BP3
ENSP00000225538	ENSG00000108405	P2RX1
ENSP00000225550	ENSG00000108417	KRT37
ENSP00000225567	ENSG00000108433	GOSR2
ENSP00000225573	ENSG00000108439	PNPO
ENSP00000225576	ENSG00000175106	FAM18B2
ENSP00000225577	ENSG00000108443	RPS6KB1
ENSP00000225603	ENSG00000108468	CBX1
ENSP00000225609	ENSG00000108474	PIGL
ENSP00000225614	ENSG00000108479	GALK1
ENSP00000225648	ENSG00000108511	HOXB6
ENSP00000225655	ENSG00000108518	PFN1
ENSP00000225665	ENSG00000108528	SLC25A11
ENSP00000225688	ENSG00000108551	RASD1
ENSP00000225696	ENSG00000108559	NUP88
ENSP00000225698	ENSG00000108561	C1QBP
ENSP00000225719	ENSG00000108582	CPD
ENSP00000225724	ENSG00000108587	GOSR1
ENSP00000225726	ENSG00000108588	CCDC47
ENSP00000225728	ENSG00000108590	MED31
ENSP00000225729	ENSG00000108591	DRG2
ENSP00000225737	ENSG00000108599	AKAP10
ENSP00000225740	ENSG00000108602	ALDH3A1
ENSP00000225760	ENSG00000224383	C17orf72
ENSP00000225777	ENSG00000108639	SYNGR2
ENSP00000225792	ENSG00000108654	DDX5
ENSP00000225805	ENSG00000108666	C17orf75
ENSP00000225823	ENSG00000108684	ACCN1
ENSP00000225831	ENSG00000108691	CCL2
ENSP00000225840	ENSG00000108700	CCL8
ENSP00000225842	ENSG00000108702	CCL1
ENSP00000225844	ENSG00000181374	CCL13
ENSP00000225873	ENSG00000108733	PEX12
ENSP00000225893	ENSG00000108753	HNF1B
ENSP00000225899	ENSG00000108759	KRT32
ENSP00000225916	ENSG00000108773	KAT2A
ENSP00000225927	ENSG00000108784	NAGLU
ENSP00000225928	ENSG00000108786	HSD17B1
ENSP00000225929	ENSG00000108786	HSD17B1
ENSP00000225941	ENSG00000108798	ABI3
ENSP00000225964	ENSG00000108821	COL1A1
ENSP00000225969	ENSG00000108826	MRPL27
ENSP00000225972	ENSG00000108829	LRRC59
ENSP00000225973	ENSG00000108830	RND2
ENSP00000225983	ENSG00000108840	HDAC5
ENSP00000225992	ENSG00000108849	PPY
ENSP00000226004	ENSG00000108861	DUSP3
ENSP00000226021	ENSG00000108878	CACNG1
ENSP00000226067	ENSG00000108924	HLF
ENSP00000226091	ENSG00000108947	EFNB3
ENSP00000226094	ENSG00000108950	FAM20A
ENSP00000226105	ENSG00000108961	RANGRF
ENSP00000226193	ENSG00000109047	RCVRN
ENSP00000226207	ENSG00000109061	MYH1
ENSP00000226209	ENSG00000109063	MYH3
ENSP00000226218	ENSG00000255604	VTN
ENSP00000226225	ENSG00000109079	TNFAIP1
ENSP00000226230	ENSG00000109084	TMEM97
ENSP00000226247	ENSG00000109101	FOXN1
ENSP00000226253	ENSG00000109107	ALDOC
ENSP00000226279	ENSG00000004468	CD38
ENSP00000226284	ENSG00000029559	IBSP
ENSP00000226299	ENSG00000002549	LAP3
ENSP00000226317	ENSG00000124875	CXCL6
ENSP00000226319	ENSG00000077684	PHF17
ENSP00000226355	ENSG00000079557	AFM
ENSP00000226359	ENSG00000081051	AFP
ENSP00000226382	ENSG00000109132	PHOX2B
ENSP00000226413	ENSG00000109163	GNRHR
ENSP00000226432	ENSG00000109182	CWH43
ENSP00000226444	ENSG00000109193	SULT1E1
ENSP00000226460	ENSG00000109208	SMR3A
ENSP00000226522	ENSG00000109270	LAMTOR3
ENSP00000226524	ENSG00000109272	PF4V1
ENSP00000226574	ENSG00000109320	NFKB1
ENSP00000226578	ENSG00000109323	MANBA
ENSP00000226725	ENSG00000109466	KLHL2
ENSP00000226730	ENSG00000109471	IL2
ENSP00000226760	ENSG00000109501	WFS1
ENSP00000226796	ENSG00000109534	GAR1
ENSP00000226798	ENSG00000109536	FRG1
ENSP00000226840	ENSG00000109576	AADAT
ENSP00000226951	ENSG00000109684	CLNK
ENSP00000227065	ENSG00000109794	FAM149A
ENSP00000227135	ENSG00000064199	SPA17
ENSP00000227155	ENSG00000085117	CD82
ENSP00000227163	ENSG00000066336	SPI1
ENSP00000227251	ENSG00000109846	CRYAB
ENSP00000227256	ENSG00000109851	DBX1
ENSP00000227266	ENSG00000109861	CTSC
ENSP00000227322	ENSG00000109917	ZNF259
ENSP00000227348	ENSG00000109943	CRTAM
ENSP00000227349	ENSG00000109944	C11orf63
ENSP00000227378	ENSG00000109971	HSPA8
ENSP00000227451	ENSG00000110042	DTX4
ENSP00000227471	ENSG00000110057	UNC93B1
ENSP00000227474	ENSG00000110060	PUS3
ENSP00000227495	ENSG00000110080	ST3GAL4
ENSP00000227507	ENSG00000110092	CCND1
ENSP00000227520	ENSG00000110104	CCDC86
ENSP00000227524	ENSG00000110107	PRPF19
ENSP00000227525	ENSG00000110108	TMEM109
ENSP00000227618	ENSG00000110200	C11orf51
ENSP00000227638	ENSG00000110218	PANX1
ENSP00000227665	ENSG00000110243	APOA5
ENSP00000227667	ENSG00000110245	APOC3
ENSP00000227752	ENSG00000110324	IL10RA
ENSP00000227756	ENSG00000110328	GALNTL4
ENSP00000227758	ENSG00000110330	BIRC2
ENSP00000227868	ENSG00000110435	PDHX
ENSP00000227880	ENSG00000110446	SLC15A3
ENSP00000227918	ENSG00000110484	SCGB2A2
ENSP00000228027	ENSG00000062282	DGAT2
ENSP00000228136	ENSG00000110696	C11orf58
ENSP00000228140	ENSG00000110700	RPS13
ENSP00000228245	ENSG00000078246	TULP3
ENSP00000228251	ENSG00000060138	CSDA
ENSP00000228280	ENSG00000049130	KITLG
ENSP00000228284	ENSG00000075856	SART3
ENSP00000228289	ENSG00000090612	ZNF268
ENSP00000228307	ENSG00000089159	PXN
ENSP00000228318	ENSG00000075415	SLC25A3
ENSP00000228347	ENSG00000013503	POLR3B
ENSP00000228425	ENSG00000110841	PPFIBP1
ENSP00000228434	ENSG00000110848	CD69
ENSP00000228437	ENSG00000110851	PRDM4
ENSP00000228438	ENSG00000110852	CLEC2B
ENSP00000228468	ENSG00000110881	ACCN2
ENSP00000228476	ENSG00000110887	DAO
ENSP00000228495	ENSG00000110906	KCTD10
ENSP00000228506	ENSG00000110917	MLEC
ENSP00000228510	ENSG00000110921	MVK
ENSP00000228515	ENSG00000110925	CSRNP2
ENSP00000228534	ENSG00000110944	IL23A
ENSP00000228567	ENSG00000110975	SYT10
ENSP00000228606	ENSG00000111012	CYP27B1
ENSP00000228641	ENSG00000111046	MYF6
ENSP00000228644	ENSG00000111049	MYF5
ENSP00000228682	ENSG00000111087	GLI1
ENSP00000228705	ENSG00000111110	PPM1H
ENSP00000228740	ENSG00000111144	LTA4H
ENSP00000228741	ENSG00000111145	ELK3
ENSP00000228799	ENSG00000111203	ITFG2
ENSP00000228811	ENSG00000111215	PRR4
ENSP00000228820	ENSG00000111224	PARP11
ENSP00000228825	ENSG00000111229	ARPC3
ENSP00000228827	ENSG00000111231	GPN3
ENSP00000228837	ENSG00000111241	FGF6
ENSP00000228841	ENSG00000111245	MYL2
ENSP00000228843	ENSG00000111247	RAD51AP1
ENSP00000228850	ENSG00000111254	AKAP3
ENSP00000228858	ENSG00000111262	KCNA1
ENSP00000228862	ENSG00000111266	DUSP16
ENSP00000228865	ENSG00000111269	CREBL2
ENSP00000228872	ENSG00000111276	CDKN1B
ENSP00000228887	ENSG00000111291	GPRC5D
ENSP00000228916	ENSG00000111319	SCNN1A
ENSP00000228918	ENSG00000111321	LTBR
ENSP00000228928	ENSG00000111331	OAS3
ENSP00000228936	ENSG00000111339	ART4
ENSP00000228938	ENSG00000111341	MGP
ENSP00000228945	ENSG00000111348	ARHGDIB
ENSP00000228955	ENSG00000111358	GTF2H3
ENSP00000228958	ENSG00000111361	EIF2B1
ENSP00000229002	ENSG00000111404	RERGL
ENSP00000229003	ENSG00000111405	ENDOU
ENSP00000229022	ENSG00000111424	VDR
ENSP00000229030	ENSG00000111432	FZD10
ENSP00000229088	ENSG00000111490	TBC1D30
ENSP00000229134	ENSG00000111536	IL26
ENSP00000229135	ENSG00000111537	IFNG
ENSP00000229179	ENSG00000111581	NUP107
ENSP00000229195	ENSG00000111596	CNOT2
ENSP00000229201	ENSG00000111602	TIMELESS
ENSP00000229214	ENSG00000111615	KRR1
ENSP00000229238	ENSG00000111639	MRPL51
ENSP00000229239	ENSG00000111640	GAPDH
ENSP00000229243	ENSG00000111644	ACRBP
ENSP00000229251	ENSG00000111652	COPS7A
ENSP00000229264	ENSG00000111664	GNB3
ENSP00000229265	ENSG00000111665	CDCA3
ENSP00000229266	ENSG00000111666	CHPT1
ENSP00000229268	ENSG00000111667	USP5
ENSP00000229277	ENSG00000111674	ENO2
ENSP00000229281	ENSG00000111678	C12orf57
ENSP00000229304	ENSG00000111701	APOBEC1
ENSP00000229307	ENSG00000111704	NANOG
ENSP00000229314	ENSG00000111711	GOLT1B
ENSP00000229319	ENSG00000111716	LDHB
ENSP00000229328	ENSG00000111725	PRKAB1
ENSP00000229329	ENSG00000111726	CMAS
ENSP00000229330	ENSG00000111727	HCFC2
ENSP00000229332	ENSG00000111729	CLEC4A
ENSP00000229335	ENSG00000111732	AICDA
ENSP00000229340	ENSG00000111737	RAB35
ENSP00000229379	ENSG00000111775	COX6A1
ENSP00000229384	ENSG00000257218	
ENSP00000229390	ENSG00000111786	SRSF9
ENSP00000229395	ENSG00000111790	FGFR1OP2
ENSP00000229402	ENSG00000111796	KLRB1
ENSP00000229416	ENSG00000001084	GCLC
ENSP00000229554	ENSG00000111834	RSPH4A
